22	16059227	16079227	22	16095757	16115757	3	0.516035
22	16338611	16358611	22	16091286	16111286	3	0.516035
22	16341639	16361639	22	17168285	17188285	3	0.516035
22	16542870	16562870	22	16387759	16407759	3	0.516035
22	16781701	16801701	22	17246143	17266143	4	0.448085
22	16872545	16892545	22	17385496	17405496	3	0.516035
22	16878949	16898949	22	17166891	17186891	3	0.516035
22	16878949	16898949	22	17231173	17251173	3	0.516035
22	16872070	16892070	22	17275801	17295801	4	0.448085
22	16883117	16903117	22	16935986	16955986	4	0.448085
22	16883532	16903532	22	17244092	17264092	3	0.516035
22	16893525	16913525	22	16917738	16937738	3	0.516035
22	16886473	16906473	22	17326237	17346237	3	0.516035
22	16894160	16914160	22	17121021	17141021	3	0.516035
22	16902754	16922754	22	17128261	17148261	4	0.448085
22	16917443	16937443	22	16939095	16959095	4	0.448085
22	16908685	16928685	22	17048438	17068438	4	0.448085
22	16917443	16937443	22	17260602	17280602	3	0.516035
22	16910265	16930265	22	17318091	17338091	4	0.448085
22	16908685	16928685	22	17400497	17420497	3	0.516035
22	16921578	16941578	22	17386168	17406168	4	0.448085
22	16935986	16955986	22	17164583	17184583	6	0.225839
22	16929962	16949962	22	17201760	17221760	9	0.0472003
22	16932872	16952872	22	16876653	16896653	7	0.128652
22	16929962	16949962	22	17180330	17200330	5	0.327609
22	16939095	16959095	22	16972539	16992539	3	0.516035
22	16939095	16959095	22	17190329	17210329	8	0.0609449
22	16947182	16967182	22	17121707	17141707	3	0.516035
22	16949965	16969965	22	16921873	16941873	3	0.516035
22	16942565	16962565	22	17064955	17084955	5	0.327609
22	16949965	16969965	22	17326237	17346237	3	0.516035
22	16956494	16976494	22	17152754	17172754	3	0.516035
22	16949094	16969094	22	18095772	18115772	3	0.516035
22	16961681	16981681	22	16901469	16921469	3	0.516035
22	16965033	16985033	22	17161170	17181170	4	0.448085
22	16967231	16987231	22	17172984	17192984	3	0.516035
22	16968804	16988804	22	16931314	16951314	3	0.516035
22	16969298	16989298	22	16941007	16961007	3	0.516035
22	16970244	16990244	22	16917443	16937443	4	0.448085
22	16971243	16991243	22	17086134	17106134	3	0.516035
22	16970244	16990244	22	17172984	17192984	5	0.327609
22	16971540	16991540	22	16920534	16940534	3	0.516035
22	16971540	16991540	22	17048438	17068438	3	0.516035
22	16972539	16992539	22	17125689	17145689	3	0.516035
22	16972539	16992539	22	17299010	17319010	5	0.327609
22	16995184	17015184	22	16893525	16913525	3	0.516035
22	16988089	17008089	22	17385205	17405205	3	0.516035
22	16992362	17012362	22	17191946	17211946	4	0.448085
22	16992362	17012362	22	17400497	17420497	3	0.516035
22	17003506	17023506	22	16341154	16361154	3	0.516035
22	17000907	17020907	22	17173341	17193341	3	0.516035
22	17005557	17025557	22	17152754	17172754	4	0.448085
22	17009605	17029605	22	17152754	17172754	7	0.128652
22	17005557	17025557	22	17164583	17184583	6	0.225839
22	17008890	17028890	22	17207606	17227606	3	0.516035
22	17009605	17029605	22	17385205	17405205	3	0.516035
22	17009605	17029605	22	17051800	17071800	4	0.448085
