0	0.000459618
1	0.0752831
2	0.0553549
3	0.0456655
4	0.0390378
5	0.0346366
6	0.0316233
7	0.0284434
8	0.0262027
9	0.0240112
10	0.0222882
11	0.0206002
12	0.019007
13	0.0178715
14	0.0164042
15	0.0155418
16	0.0143405
17	0.0135361
18	0.0128512
19	0.0119533
20	0.0116086
21	0.0104828
22	0.00992439
23	0.00930403
24	0.00913749
25	0.00855909
26	0.00824601
27	0.0077483
28	0.00737906
29	0.00703499
30	0.0067742
31	0.0065644
32	0.00619451
33	0.00571553
34	0.00564904
35	0.00531272
36	0.00518297
37	0.00473303
38	0.00467558
39	0.00460134
40	0.00433022
41	0.00425986
42	0.00410751
43	0.00385769
44	0.00362595
45	0.00364208
46	0.00341228
47	0.00332642
48	0.00322894
49	0.00309209
50	0.0030482
51	0.00293587
52	0.00292555
53	0.00273511
54	0.00270671
55	0.00264474
56	0.00252661
57	0.00250079
58	0.00240202
59	0.00228905
60	0.00222773
61	0.00212896
62	0.00210701
63	0.00196822
64	0.00200631
65	0.00191077
66	0.00183395
67	0.00187979
68	0.00176424
69	0.00178877
70	0.00173454
71	0.00169323
72	0.00163448
73	0.00167386
74	0.00157122
75	0.00156089
76	0.00157897
77	0.00153378
78	0.00154153
79	0.00143631
80	0.00138079
81	0.00139564
82	0.00136272
83	0.00133883
84	0.00135497
85	0.00132786
86	0.00126008
87	0.00120456
88	0.00120779
89	0.00119681
90	0.00114904
91	0.0012136
92	0.00111419
93	0.00110902
94	0.00111548
95	0.00110838
96	0.00105867
97	0.0010548
98	0.0010251
99	0.000984434
100	0.000965714
101	0.000988953
102	0.00102188
103	0.000971524
104	0.000912135
105	0.000925691
106	0.000842418
107	0.000892769
108	0.000865011
109	0.000881795
110	0.000875985
111	0.000845
112	0.000826925
113	0.000846936
114	0.000834671
115	0.000788839
116	0.000763017
117	0.000747525
118	0.000777864
119	0.0007727
120	0.00074817
121	0.000734614
122	0.000728159
123	0.000783029
124	0.000744297
125	0.000686199
126	0.000696528
127	0.00068749
128	0.000695237
129	0.000695882
130	0.000721058
131	0.00065715
132	0.000702983
133	0.000639721
134	0.000617773
135	0.000680389
136	0.000659732
137	0.00066296
138	0.000666188
139	0.000624874
140	0.000623583
141	0.000600989
142	0.000631329
143	0.000676516
144	0.000615836
145	0.000600344
146	0.000598407
147	0.000611318
148	0.000620355
149	0.000562257
150	0.000616482
151	0.000593243
152	0.000562903
153	0.000537082
154	0.000539018
155	0.000553865
156	0.000561612
157	0.000545473
158	0.000504159
159	0.000509324
160	0.0005416
161	0.000566776
162	0.000517716
163	0.000489958
164	0.000513197
165	0.000545473
166	0.000515779
167	0.00047382
168	0.000487376
169	0.000491249
170	0.000475756
171	0.000509969
172	0.000524171
173	0.000511906
174	0.000527399
175	0.000474465
176	0.000483502
177	0.000466719
178	0.000487376
179	0.000488021
180	0.000454454
181	0.000455745
182	0.000478338
183	0.000458327
184	0.00045058
185	0.000438315
186	0.000446062
187	0.000446707
188	0.000426696
189	0.00044348
190	0.00043186
191	0.000431215
192	0.000447353
193	0.000434442
194	0.000453163
195	0.000433797
196	0.000429278
197	0.000433151
198	0.000432506
199	0.000417013
200	0.000441543
201	0.00040152
202	0.000415076
203	0.000422177
204	0.000400875
205	0.000418304
206	0.000389901
207	0.00042605
208	0.000398292
209	0.000400875
210	0.000367952
211	0.0003828
212	0.000353105
213	0.000386027
214	0.000404748
215	0.000382154
216	0.000349232
217	0.000346004
218	0.000371826
219	0.000362143
220	0.000349232
221	0.000360206
222	0.000385382
223	0.000355042
224	0.000364725
225	0.000356978
226	0.000342131
227	0.000383445
228	0.000357624
229	0.00032212
230	0.000364725
231	0.000381509
232	0.000373762
233	0.000386027
234	0.00033503
235	0.000346004
236	0.000357624
237	0.00034084
238	0.000344068
239	0.000350523
240	0.000339549
241	0.000380863
242	0.000340195
243	0.000331157
244	0.000391837
245	0.000325993
246	0.00035246
247	0.000334385
248	0.000342131
249	0.00034665
250	0.000360852
251	0.000360206
252	0.000320829
253	0.000331803
254	0.000341486
255	0.000333739
256	0.000355042
257	0.00032793
258	0.00035246
259	0.00031631
260	0.000324702
261	0.000319538
262	0.000328575
263	0.000336321
264	0.000313082
265	0.000302108
266	0.00032212
267	0.000314373
268	0.000344713
269	0.000288552
270	0.00033503
271	0.000333094
272	0.000305336
273	0.000311146
274	0.000293071
275	0.00030469
276	0.000316956
277	0.000289198
278	0.000324702
279	0.000292425
280	0.000306627
281	0.000316956
282	0.000295653
283	0.000293716
284	0.000305982
285	0.000299526
286	0.000303399
287	0.000293071
288	0.000289843
289	0.00029759
290	0.000298235
291	0.000292425
292	0.000294362
293	0.000326639
294	0.000317601
295	0.00026725
296	0.000311146
297	0.000289843
298	0.000281451
299	0.000276287
300	0.000309209
301	0.000283388
302	0.000274351
303	0.000279515
304	0.000266604
305	0.00030469
306	0.000278224
307	0.0003105
308	0.000300172
309	0.000278224
310	0.000282097
311	0.000263377
312	0.000281451
313	0.000287261
314	0.000293071
315	0.000258858
316	0.000274996
317	0.000265959
318	0.000257567
319	0.00029178
320	0.000266604
321	0.000240783
322	0.000254985
323	0.000285325
324	0.000262731
325	0.000268541
326	0.000251757
327	0.000259503
328	0.000247884
329	0.000236264
330	0.000259503
331	0.00024272
332	0.000247238
333	0.0002311
334	0.000244656
335	0.000245302
336	0.000253048
337	0.000243365
338	0.000247238
339	0.000265313
340	0.000244011
341	0.000256276
342	0.000254339
343	0.000218189
344	0.000254985
345	0.000238846
346	0.000256276
347	0.000235619
348	0.0002311
349	0.000240137
350	0.000241428
351	0.000222708
352	0.000236264
353	0.000224645
354	0.000235619
355	0.000225936
356	0.000226581
357	0.000209797
358	0.000211089
359	0.000222708
360	0.000250466
361	0.000228518
362	0.000228518
363	0.000223354
364	0.000229809
365	0.000209152
366	0.000220126
367	0.000223354
368	0.0002311
369	0.000222063
370	0.0002311
371	0.000222063
372	0.000223999
373	0.000196887
374	0.000231746
375	0.00021238
376	0.000234328
377	0.000248529
378	0.000223354
379	0.00022529
380	0.000239492
381	0.000205924
382	0.000202051
383	0.000222708
384	0.00021238
385	0.000205924
386	0.000205279
387	0.000238201
388	0.000215607
389	0.00022529
390	0.000196887
391	0.000211089
392	0.000229809
393	0.000222708
394	0.000195596
395	0.000202051
396	0.000210443
397	0.00020076
398	0.000207215
399	0.000218835
400	0.000217544
401	0.000205924
402	0.000190432
403	0.000213025
404	0.000209152
405	0.00019495
406	0.000199469
407	0.000218189
408	0.000178812
409	0.000205924
410	0.000209152
411	0.000183331
412	0.000195596
413	0.000205924
414	0.000200115
415	0.000202051
416	0.000198823
417	0.000181394
418	0.00022529
419	0.00020076
420	0.000181394
421	0.000199469
422	0.000191723
423	0.000191723
424	0.000218189
425	0.000190432
426	0.000213025
427	0.000162028
428	0.00020657
429	0.000208506
430	0.000194305
431	0.000196887
432	0.000195596
433	0.00020076
434	0.000171066
435	0.000199469
436	0.000196887
437	0.000194305
438	0.000185913
439	0.000167838
440	0.000204633
441	0.000198178
442	0.000190432
443	0.000205279
444	0.000185913
445	0.000179458
446	0.000180749
447	0.000194305
448	0.000171711
449	0.000183331
450	0.000167192
451	0.000183331
452	0.000190432
453	0.000172357
454	0.000176875
455	0.000195596
456	0.00019495
457	0.000198823
458	0.000190432
459	0.000178166
460	0.000172357
461	0.000177521
462	0.000165256
463	0.00016461
464	0.00017623
465	0.000157509
466	0.000183976
467	0.000167838
468	0.00018204
469	0.000193014
470	0.000195596
471	0.000165901
472	0.000160737
473	0.000168484
474	0.000185267
475	0.000171066
476	0.000178812
477	0.000156218
478	0.000165901
479	0.000161383
480	0.000193659
481	0.000194305
482	0.000185267
483	0.000171711
484	0.000163965
485	0.000174939
486	0.000163319
487	0.000156864
488	0.000174293
489	0.000172357
490	0.000184622
491	0.000185267
492	0.000165256
493	0.000167192
494	0.00017042
495	0.000162674
496	0.000174293
497	0.000171711
498	0.00016461
499	0.000163965
500	0.000155573
501	0.000147827
502	0.000142662
503	0.000166547
504	0.000167838
505	0.000160092
506	0.000175584
507	0.000154282
508	0.00016461
509	0.000166547
510	0.000158801
511	0.000174939
512	0.000169775
513	0.000162674
514	0.000187204
515	0.000162028
516	0.000154927
517	0.000193014
518	0.000151054
519	0.00018204
520	0.000161383
521	0.000171711
522	0.000162028
523	0.000143953
524	0.00017623
525	0.000160737
526	0.000159446
527	0.000160092
528	0.00019495
529	0.00016461
530	0.000162674
531	0.000172357
532	0.000166547
533	0.000152991
534	0.000171066
535	0.000155573
536	0.000160092
537	0.000150409
538	0.000160737
539	0.00014589
540	0.000157509
541	0.000152345
542	0.000165901
543	0.000139435
544	0.0001517
545	0.000158801
546	0.000172357
547	0.000148472
548	0.000154927
549	0.000163965
550	0.000155573
551	0.000157509
552	0.000143308
553	0.000157509
554	0.000148472
555	0.00014589
556	0.0001517
557	0.000156218
558	0.000156864
559	0.000149763
560	0.000152345
561	0.000141371
562	0.000142017
563	0.000147181
564	0.000144599
565	0.000135561
566	0.000147827
567	0.000152345
568	0.000156218
569	0.000153636
570	0.000175584
571	0.000143953
572	0.000136207
573	0.000162674
574	0.000152991
575	0.000143308
576	0.000129752
577	0.00012717
578	0.000152345
579	0.00016461
580	0.000136853
581	0.000157509
582	0.000167838
583	0.000173648
584	0.000139435
585	0.000141371
586	0.000154927
587	0.000159446
588	0.000158801
589	0.000154282
590	0.000143953
591	0.00014008
592	0.000158801
593	0.0001517
594	0.000163965
595	0.000136207
596	0.000137498
597	0.000138144
598	0.000137498
599	0.000135561
600	0.000145244
601	0.000138789
602	0.000137498
603	0.000129106
604	0.000142017
605	0.000129752
606	0.000119423
607	0.000143953
608	0.00012136
609	0.000152345
610	0.000144599
611	0.000141371
612	0.000129752
613	0.000156218
614	0.000116196
615	0.000143308
616	0.000133625
